,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_MAX_SCORE,CURRENT_BAL,PREVIOUS_BAL,LAST_PAYMENT,CRED_UTILIZATION_PERCENT,default_payment_next_month
3482,150000,2,1,2,28,0,3752,2730,2730,3,0
3483,50000,1,1,1,29,0,48310,49690,2300,97,1
3484,100000,1,2,2,27,0,99668,100181,4850,100,0
3485,50000,2,3,1,42,2,44961,48164,4000,90,1
3486,130000,2,2,2,25,0,390,390,780,0,0
3487,70000,2,1,2,27,0,157,157,157,0,0
3488,30000,2,1,1,30,2,28289,29537,2013,94,0
3489,50000,1,1,2,28,0,31170,20413,2005,62,0
3490,80000,1,1,1,45,0,1473,1473,1473,2,1
3491,220000,2,1,2,30,0,72546,74618,5206,33,0
3492,200000,1,2,1,45,0,200378,162374,6061,100,0
3493,120000,2,2,2,24,0,11296,12200,1400,9,0
3494,100000,2,2,2,25,2,98499,101051,5000,98,0
3495,100000,2,3,1,59,1,0,7240,7240,0,0
3496,50000,2,1,2,23,0,50025,22656,1626,100,0
3497,240000,1,2,1,37,0,2208,5652,5665,1,0
3498,60000,1,1,2,28,2,2295,5293,6000,4,0
3499,260000,2,2,1,34,0,8214,2149,2151,3,1
3500,30000,2,3,1,56,2,17643,18564,1500,59,1
3501,440000,2,3,1,40,0,54408,57901,5000,12,0
3502,360000,2,2,2,30,0,132250,132655,5000,37,0
3503,50000,2,1,2,26,0,5310,34105,29000,11,1
3504,270000,1,1,1,50,0,316,316,316,0,0
3505,150000,2,1,2,27,0,30585,30138,6000,20,0
3506,200000,1,3,2,26,0,8355,8355,8355,4,0
3507,50000,2,2,1,36,0,44510,42564,3000,89,0
3508,210000,2,1,2,33,2,970,2273,1303,0,0
3509,50000,2,2,2,27,2,47760,45064,0,96,1
3510,50000,1,2,2,24,0,19839,20231,1328,40,0
3511,440000,1,1,2,29,0,26430,23509,1249,6,0
3512,60000,2,1,2,28,2,43662,42682,0,73,1
3513,70000,2,2,1,41,0,6017,8798,3000,9,0
3514,290000,2,2,2,25,0,71559,66658,2500,25,0
3515,140000,1,2,2,29,0,487,487,487,0,0
3516,310000,2,2,2,33,0,110786,115540,6555,36,0
3517,450000,2,1,2,36,1,-44,10223,10267,0,0
3518,360000,1,1,1,34,0,997,1267,1270,0,0
3519,550000,2,2,1,34,0,383973,380082,15000,70,0
3520,180000,1,1,1,44,1,0,0,0,0,0
3521,140000,1,2,1,37,0,34661,5309,5334,25,0
3522,50000,1,1,2,33,0,17094,17779,2000,34,0
3523,200000,2,2,1,30,0,0,0,0,0,0
3524,60000,1,2,1,39,0,54282,49541,2128,90,0
3525,140000,1,1,2,28,0,3234,4324,4340,2,0
3526,70000,1,2,1,42,0,70293,69199,3300,100,0
3527,20000,2,2,1,50,3,7973,9686,2000,40,0
3528,100000,2,2,1,24,0,68963,64880,3000,69,0
3529,360000,1,1,2,33,1,0,0,0,0,0
3530,100000,2,3,1,24,0,440,470,500,0,0
3531,160000,2,3,2,41,2,26736,29052,3000,17,0
3532,160000,2,2,2,27,0,163418,164211,6200,102,0
3533,130000,1,2,2,26,0,296,1299,1003,0,1
3534,100000,2,3,1,40,0,48923,48404,2084,49,0
3535,90000,1,1,1,35,2,15952,18780,3100,18,1
3536,80000,1,2,2,23,2,8613,12438,4000,11,0
3537,220000,2,2,1,28,6,216435,219973,8355,98,1
3538,260000,2,1,1,39,0,5912,3768,3786,2,1
3539,30000,1,3,1,45,5,25161,24476,0,84,1
3540,100000,2,2,1,40,2,4535,3546,0,5,1
3541,80000,1,2,2,39,0,55084,51265,3012,69,0
3542,20000,2,2,2,31,0,5526,5561,1032,28,0
3543,140000,1,1,1,41,0,19853,22525,3000,14,0
3544,30000,2,1,2,25,1,0,0,0,0,1
3545,90000,1,2,1,39,0,20612,21956,1676,23,0
3546,150000,2,2,2,23,0,59555,59684,2812,40,0
3547,250000,1,3,1,28,0,191305,90497,3899,77,0
3548,20000,2,2,1,37,2,19911,20797,1500,100,1
3549,50000,1,2,1,28,0,20914,29303,10087,42,0
3550,100000,1,2,1,31,3,2000,1000,0,2,1
3551,500000,1,1,1,46,0,3580,18785,18785,1,0
3552,50000,2,2,1,36,2,47357,49260,3000,95,0
3553,40000,2,1,2,27,0,32228,38904,8040,81,0
3554,80000,2,2,1,35,2,75530,79324,7000,94,0
3555,100000,1,1,1,35,0,45124,46168,1730,45,0
3556,180000,1,1,2,29,0,1073,3191,3206,1,0
3557,90000,2,3,1,53,0,87235,88338,4000,97,0
3558,10000,2,2,2,23,0,1082,2731,2731,11,0
3559,200000,2,1,2,33,0,165,145,145,0,0
3560,80000,1,3,1,57,2,7431,9895,2600,9,1
3561,90000,1,2,2,33,2,62011,63426,3000,69,1
3562,80000,2,2,1,42,0,30900,0,0,39,1
3563,90000,2,2,2,24,2,124457,118666,6600,138,1
3564,80000,2,2,1,46,0,2350,2350,2350,3,0
3565,140000,1,1,2,27,0,832,0,0,1,1
3566,480000,1,2,1,39,0,398380,394515,20091,83,0
3567,230000,1,1,1,39,2,276758,282285,12000,120,0
3568,70000,1,1,2,27,3,4168,3942,0,6,1
3569,200000,2,1,2,39,0,126082,127734,6216,63,0
3570,180000,2,1,2,35,0,66376,67033,5000,37,0
3571,190000,1,3,1,37,0,181295,178857,8019,95,0
3572,20000,2,2,1,24,2,18817,18227,0,94,0
3573,10000,1,1,2,24,2,7680,10160,2616,77,1
3574,80000,2,1,1,45,0,81133,81466,3502,101,0
3575,60000,1,3,2,28,2,53567,59629,6950,89,0
3576,500000,2,1,2,37,0,4168,19169,19169,1,0
3577,50000,1,3,2,42,2,550,1974,1974,1,1
3578,360000,2,1,2,28,1,0,420,420,0,0
3579,10000,2,3,1,56,2,7324,9808,2609,73,0
3580,300000,1,1,1,54,0,206,555,555,0,1
3581,70000,1,2,1,48,0,8439,7606,1188,12,0
3582,250000,2,2,1,32,0,39936,16666,8666,16,0
3583,10000,1,3,1,51,2,3577,6012,2500,36,1
3584,140000,2,3,1,28,0,25184,27742,5000,18,0
3585,100000,2,2,1,40,1,0,0,0,0,0
3586,110000,2,1,1,31,1,0,0,0,0,0
3587,210000,1,2,1,38,0,291,291,291,0,0
3588,210000,2,1,1,40,0,14472,680,680,7,0
3589,70000,2,2,2,26,3,49201,48134,0,70,1
3590,20000,1,2,1,47,0,15166,15014,1257,76,0
3591,220000,1,1,2,31,0,4935,3796,3796,2,0
3592,20000,2,3,3,51,2,18355,17165,1600,92,1
3593,80000,1,1,1,28,2,56272,58756,4000,70,0
3594,500000,2,2,1,42,0,506787,487049,21000,101,1
3595,210000,1,3,2,66,0,209396,136809,6510,100,0
3596,80000,1,2,2,27,2,76896,78663,3613,96,1
3597,50000,2,2,1,37,2,40994,43594,5500,82,0
3598,240000,1,1,1,35,1,0,11901,11901,0,0
3599,150000,2,2,2,23,2,198,4824,4848,0,0
3600,210000,2,2,1,49,1,0,0,0,0,0
3601,360000,2,2,2,28,1,0,0,0,0,1
3602,230000,2,4,1,29,0,70069,64375,3000,30,0
3603,500000,1,1,2,35,1,-453,1168,2336,0,0
3604,150000,2,2,1,34,0,50523,46054,1763,34,0
3605,30000,2,2,2,31,3,27254,26531,0,91,1
3606,470000,1,1,1,57,0,83852,85008,3477,18,0
3607,200000,1,1,1,59,2,27119,28081,1700,14,0
3608,470000,1,1,2,35,0,211775,218246,9883,45,0
3609,310000,1,1,2,32,0,53340,85711,69220,17,0
3610,210000,2,1,2,28,0,204191,204530,9000,97,0
3611,500000,2,2,1,41,0,24433,187206,187206,5,0
3612,80000,2,2,2,27,2,72991,75134,3320,91,0
3613,20000,1,3,2,38,0,11805,12186,1400,59,1
3614,150000,1,3,2,32,1,3706,40093,40093,2,0
3615,390000,1,3,1,39,0,475934,308108,59324,122,0
3616,10000,1,1,2,29,0,10208,8598,1500,102,0
3617,390000,2,3,1,46,0,14315,7097,7097,4,0
3618,210000,1,3,1,41,2,390,1732,1732,0,1
3619,350000,2,1,1,33,0,16414,693,693,5,1
3620,150000,2,1,2,35,0,3299,596,599,2,0
3621,210000,2,2,1,36,0,54717,55522,2017,26,0
3622,100000,1,1,1,55,0,18135,31498,2000,18,0
3623,210000,1,1,2,36,0,210463,109132,5187,100,1
3624,290000,2,2,1,48,0,31386,31394,31401,11,0
3625,330000,1,2,1,50,1,-13,2750,2763,0,1
3626,50000,1,2,2,37,0,50701,50462,2202,101,0
3627,80000,1,3,2,27,0,47163,86021,1821,59,0
3628,340000,1,2,1,35,0,39229,40747,2000,12,0
3629,120000,1,3,1,38,0,40538,41870,1988,34,0
3630,30000,2,2,2,22,0,3158,5547,5572,11,0
3631,260000,2,1,2,35,0,20556,25256,9581,8,0
3632,50000,1,2,1,64,0,48369,44762,2384,97,0
3633,420000,2,3,2,25,2,72874,71035,0,17,1
3634,130000,2,2,1,28,0,71983,71514,4000,55,0
3635,270000,2,2,1,30,0,62599,59368,5000,23,0
3636,50000,1,3,2,30,2,6615,7640,1135,13,0
3637,20000,1,2,1,34,0,17179,17815,1300,86,1
3638,140000,2,2,1,34,0,132541,136186,7000,95,0
3639,100000,2,2,1,35,0,106229,98217,3000,106,0
3640,50000,1,3,2,41,3,29368,28612,0,59,0
3641,500000,1,1,2,37,0,27181,12525,7254,5,0
3642,80000,1,2,1,35,0,78507,80327,3085,98,0
3643,220000,2,2,1,34,0,51565,15683,15683,23,1
3644,30000,1,2,1,34,2,27358,25652,1750,91,0
3645,240000,1,2,2,26,0,161766,166147,7000,67,0
3646,220000,1,3,1,41,0,10804,34407,34415,5,0
3647,320000,1,2,1,32,0,6443,443,451,2,0
3648,230000,2,2,1,36,2,52689,0,0,23,0
3649,20000,1,3,2,44,2,780,390,0,4,0
3650,280000,2,2,1,34,0,82691,75867,3500,30,0
3651,110000,1,2,1,44,0,111188,109512,6010,101,0
3652,180000,2,2,1,26,0,186248,178001,18000,103,0
3653,100000,1,3,1,51,0,93970,93752,3799,94,0
3654,80000,1,2,1,37,0,43311,16348,5377,54,0
3655,260000,2,3,2,30,0,1264,6894,6894,0,0
3656,110000,2,2,2,25,2,111483,114125,5900,101,0
3657,150000,2,2,1,31,0,104014,108229,5500,69,0
3658,180000,2,2,2,35,0,15288,4194,4194,8,0
3659,230000,2,2,1,28,0,53542,79186,36000,23,0
3660,500000,2,1,2,27,0,73798,74781,4794,15,0
3661,300000,1,2,2,30,0,1485,-9,0,0,0
3662,180000,2,2,2,31,0,326,326,326,0,0
3663,30000,2,2,2,24,3,1050,1050,0,4,1
3664,110000,2,3,2,29,2,6467,6920,1114,6,0
3665,100000,2,2,1,28,0,36428,48850,6000,36,0
3666,390000,1,1,2,31,0,381453,375926,15024,98,0
3667,180000,2,4,1,35,0,29197,30719,2000,16,0
3668,300000,2,3,1,37,2,5975,5312,1905,2,0
3669,260000,2,1,2,36,0,7740,1445,1445,3,0
3670,360000,2,2,2,29,1,0,0,0,0,0
3671,80000,2,2,2,26,0,509,437,525,1,0
3672,100000,2,1,2,26,0,26273,-73,0,26,1
3673,20000,1,3,1,47,2,14328,17196,3114,72,1
3674,210000,2,1,2,33,0,27042,0,0,13,0
3675,10000,2,2,1,25,2,6991,8008,1126,70,0
3676,150000,1,1,2,26,0,360,360,360,0,0
3677,360000,1,3,1,37,0,390,390,390,0,0
3678,80000,2,2,2,42,0,16959,17910,1235,21,0
3679,130000,2,1,2,29,0,13194,9403,9403,10,0
3680,30000,1,1,2,36,0,9934,10305,1000,33,0
3681,430000,2,2,1,30,2,332721,277080,10896,77,1
3682,20000,2,2,2,23,2,16641,17969,1602,83,0
3683,50000,1,2,2,32,0,50342,44659,8025,101,0
3684,140000,2,2,1,26,0,129996,132004,7000,93,0
3685,200000,1,1,2,32,0,11494,9085,9139,6,0
3686,80000,1,2,1,28,2,65499,63882,0,82,0
3687,50000,2,2,2,23,0,12630,11999,1211,25,1
3688,280000,2,2,2,27,2,297192,284462,0,106,0
3689,710000,1,2,1,51,1,0,0,0,0,0
3690,180000,1,1,2,29,1,0,100000,100000,0,0
3691,500000,1,1,2,39,0,12106,12559,13351,2,0
3692,360000,1,2,2,33,1,0,0,0,0,1
3693,50000,1,1,2,29,2,20258,22932,3000,41,0
3694,80000,1,2,2,27,2,62824,63883,2178,79,1
3695,50000,2,2,1,44,2,43596,46320,5000,87,0
3696,50000,2,2,2,23,0,13717,13822,2008,27,0
3697,150000,1,1,2,33,2,1532,1000,0,1,0
3698,360000,1,2,2,28,1,0,0,0,0,1
3699,50000,2,2,1,32,0,49547,49740,2100,99,0
3700,50000,2,1,3,48,0,83400,80000,1600,167,0
3701,200000,2,1,2,29,0,9344,723,723,5,0
3702,80000,1,1,2,29,1,-54,36656,36710,0,0
3703,140000,2,2,1,46,0,390,390,390,0,0
3704,20000,2,1,3,22,0,14993,16244,1800,75,1
3705,80000,2,3,2,34,1,0,0,0,0,0
3706,110000,1,2,1,30,0,107372,109156,5000,98,0
3707,140000,2,1,2,27,0,143536,141849,5341,103,0
3708,300000,2,1,2,31,0,32608,39029,20018,11,0
3709,50000,2,2,2,29,0,47411,19817,1300,95,1
3710,180000,2,4,1,39,0,84484,79099,3007,47,0
3711,290000,2,2,1,39,0,212943,216910,16923,73,0
3712,60000,2,2,1,36,2,0,0,0,0,0
3713,100000,2,2,1,38,2,12893,12447,0,13,0
3714,30000,1,2,1,41,0,29866,30900,1900,100,0
3715,220000,2,3,2,27,3,150739,153827,7000,69,0
3716,230000,2,2,2,30,0,0,0,0,0,0
3717,30000,2,1,2,29,1,0,0,0,0,0
3718,20000,2,2,1,47,0,1343,1547,1547,7,0
3719,50000,1,2,2,30,2,780,780,780,2,0
3720,80000,2,2,1,46,1,0,0,0,0,1
3721,90000,1,1,2,29,2,24802,27551,3200,28,0
3722,80000,1,1,2,31,0,19824,5000,5000,25,0
3723,50000,2,3,2,23,2,37350,39740,3000,75,1
3724,50000,2,2,2,29,0,5520,0,0,11,0
3725,20000,1,3,2,53,2,19369,3888,3900,97,0
3726,250000,2,1,1,38,0,532,1106,1106,0,0
3727,120000,2,2,2,24,0,889,1742,1742,1,0
3728,110000,2,2,2,28,2,112597,107799,0,102,1
3729,160000,1,1,2,33,0,100,0,0,0,0
3730,80000,2,3,1,52,2,82198,80531,3543,103,0
3731,410000,1,2,1,36,0,41116,38144,5071,10,0
3732,100000,2,2,1,43,0,21293,70962,70973,21,0
3733,750000,2,2,1,43,0,72495,99628,99664,10,0
3734,30000,1,2,2,47,0,29554,28893,1895,99,0
3735,80000,1,2,2,33,2,19073,16106,3895,24,0
3736,430000,2,1,2,31,0,10226,5671,5873,2,0
3737,480000,1,1,1,44,0,350110,316685,14082,73,0
3738,360000,2,3,1,29,1,0,0,0,0,1
3739,150000,2,1,1,37,0,26416,18915,2497,18,0
3740,130000,1,1,2,28,0,89418,83196,4000,69,0
3741,40000,1,2,1,47,3,37611,36726,0,94,0
3742,280000,2,1,1,34,0,11584,12211,7011,4,1
3743,40000,1,2,1,45,2,33547,36991,4000,84,0
3744,120000,2,1,2,26,0,10415,7172,5771,9,0
3745,290000,1,1,1,39,0,1757,3555,3579,1,0
3746,250000,1,3,1,39,0,1976,3314,3318,1,0
3747,200000,1,1,1,43,0,1144,2480,2506,1,0
3748,80000,1,2,2,32,0,81115,77649,5000,101,0
3749,130000,2,2,2,27,0,18776,21458,3000,14,0
3750,290000,2,2,1,37,0,1428,2741,1500,0,1
3751,180000,2,1,2,29,0,1010,3070,3394,1,0
3752,360000,2,1,1,31,0,-5,-5,0,0,0
3753,140000,2,2,1,37,2,316,586,586,0,0
3754,350000,2,1,1,41,0,57956,15987,15987,17,0
3755,260000,1,1,2,36,0,0,0,0,0,0
3756,40000,1,1,2,26,0,18338,20033,2000,46,0
3757,180000,2,1,2,27,1,-200,-200,0,0,1
3758,80000,1,3,1,27,0,22381,11420,1500,28,1
3759,500000,2,1,1,45,0,3852,2395,2403,1,0
3760,80000,1,4,2,27,0,46089,4840,4840,58,0
3761,30000,1,3,1,57,0,20976,22332,2000,70,0
3762,220000,2,2,1,37,1,0,0,0,0,0
3763,70000,2,2,2,22,0,68247,68263,2120,97,0
3764,510000,1,1,1,41,0,3196,16447,16447,1,0
3765,20000,2,2,2,22,0,18011,19389,2000,90,0
3766,100000,2,2,1,40,2,47243,48294,2000,47,1
3767,340000,2,2,1,30,0,338272,339191,15000,99,0
3768,180000,2,1,2,29,0,0,0,0,0,0
3769,290000,2,4,2,38,1,0,1437,1437,0,0
3770,80000,1,2,2,53,0,80577,78781,3261,101,0
3771,280000,1,1,1,42,0,1751,22046,22909,1,0
3772,180000,2,1,2,40,0,0,0,0,0,0
3773,140000,2,1,1,66,2,0,0,0,0,0
3774,500000,2,1,2,32,0,103880,39356,39560,21,0
3775,230000,1,2,2,34,0,151778,152966,5556,66,0
3776,250000,2,2,1,26,3,631,631,0,0,1
3777,10000,1,2,2,24,2,5803,6849,1300,58,0
3778,230000,1,1,1,39,0,220706,227741,11200,96,0
3779,70000,1,1,2,29,0,63603,65513,7666,91,0
3780,140000,2,1,1,39,0,4654,5525,5525,3,0
3781,430000,2,1,1,48,0,9900,0,0,2,0
3782,120000,2,1,2,28,2,200,1986,1986,0,1
3783,20000,2,2,2,25,0,16654,12801,2000,83,0
3784,30000,1,1,2,32,2,29250,30496,3600,98,0
3785,80000,1,3,2,43,7,81071,79283,0,101,1
3786,400000,2,1,2,39,0,404924,359634,13521,101,0
3787,200000,2,1,1,37,1,0,0,0,0,0
3788,30000,1,4,2,23,0,2700,899,899,9,0
3789,50000,2,2,2,46,2,50471,49399,0,101,0
3790,250000,1,1,1,46,0,1197,-19,0,0,1
3791,120000,1,1,2,28,0,8922,43070,35000,7,1
3792,80000,1,3,1,45,1,-1213,35789,38677,-2,0
3793,430000,2,1,1,33,0,1837,373,373,0,0
3794,120000,2,1,2,24,0,75796,76004,3700,63,0
3795,20000,2,2,2,22,0,20386,20033,1510,102,0
3796,20000,2,2,2,32,0,129106,127610,4420,646,0
3797,80000,1,1,2,25,0,0,0,0,0,0
3798,20000,2,2,2,44,0,7678,10475,3347,38,0
3799,140000,2,2,2,27,1,0,0,0,0,0
3800,10000,2,2,2,22,0,14896,12011,7000,149,0
3801,220000,2,3,2,34,0,99518,-482,937,45,0
3802,60000,1,1,1,48,2,282,61573,62773,0,0
3803,80000,1,3,1,59,2,21723,21097,0,27,0
3804,30000,1,2,2,25,0,29745,16309,2500,99,1
3805,140000,2,2,1,27,2,139058,140243,4900,99,0
3806,20000,1,2,2,26,0,4491,5906,1500,22,0
3807,100000,2,3,2,46,0,94657,81175,3000,95,0
3808,220000,1,1,2,35,0,158882,164258,8000,72,0
3809,80000,2,1,2,40,0,27432,27902,1833,34,0
3810,80000,2,3,2,46,0,76184,78306,3345,95,0
3811,130000,1,2,2,28,2,70952,69264,0,55,1
3812,300000,2,1,1,33,1,0,0,0,0,0
3813,60000,2,2,1,42,0,58264,57923,3200,97,0
3814,360000,2,1,1,32,0,249,0,0,0,0
3815,10000,1,2,2,24,0,12,12,0,0,1
3816,50000,1,2,2,32,2,32813,34973,3000,66,1
3817,50000,1,2,1,48,0,42156,40584,4022,84,0
3818,200000,1,2,1,35,1,0,0,0,0,0
3819,30000,2,2,2,24,2,15164,16607,2000,51,1
3820,220000,1,1,1,42,2,3208,9134,6000,1,0
3821,200000,2,1,2,41,0,5954,10464,10464,3,0
3822,80000,2,3,2,27,4,84718,82861,0,106,1
3823,200000,1,2,1,39,0,15109,3139,3155,8,0
3824,240000,2,1,1,34,2,652,326,0,0,1
3825,500000,2,2,2,28,0,72620,873,873,15,0
3826,230000,1,3,1,38,0,6901,0,0,3,0
3827,20000,1,3,2,22,0,11242,11070,1282,56,0
3828,50000,1,1,1,35,0,40730,41283,4069,81,0
3829,100000,2,2,1,35,0,5830,6694,1118,6,0
3830,230000,2,2,2,37,0,0,0,0,0,0
3831,60000,1,2,2,28,2,42243,37131,7773,70,0
3832,120000,2,3,1,48,2,3845,199,0,3,1
3833,130000,2,3,2,23,0,5719,15578,10000,4,0
3834,50000,2,3,1,25,2,31097,30322,0,62,1
3835,400000,2,1,2,30,0,14013,5422,5460,4,0
3836,240000,2,2,2,27,2,4400,0,0,2,1
3837,70000,1,3,2,53,0,9928,11259,1497,14,0
3838,20000,2,1,2,22,0,28758,14780,1423,144,0
3839,50000,1,3,2,28,2,28129,29184,1800,56,1
3840,240000,2,1,1,54,2,60381,64395,5000,25,0
3841,380000,1,1,2,31,0,167061,158903,6000,44,0
3842,50000,1,2,2,24,0,5219,6475,1500,10,0
3843,50000,2,2,2,33,0,12498,16264,4000,25,0
3844,430000,2,1,2,33,2,40984,37873,10000,10,0
3845,60000,2,1,2,26,2,22921,23044,5000,38,0
3846,30000,2,2,2,25,0,3638,4401,1130,12,0
3847,170000,1,3,1,48,0,170845,171762,6800,100,0
3848,70000,2,1,2,29,2,40783,44205,4100,58,0
3849,130000,2,2,2,28,0,390,7412,7412,0,0
3850,50000,1,1,1,50,2,49252,44326,1521,99,1
3851,20000,2,3,2,38,1,0,3796,3796,0,1
3852,50000,1,3,1,48,0,1058,1726,1726,2,1
3853,20000,1,3,2,28,2,14043,13266,1600,70,0
3854,110000,2,2,2,32,0,2015,1403,1403,2,0
3855,90000,2,2,2,24,0,76453,49430,2500,85,0
3856,180000,2,1,2,24,0,64800,66747,4000,36,0
3857,50000,2,2,2,28,2,43747,44488,1746,87,0
3858,200000,1,2,1,36,1,-1,-1,0,0,0
3859,20000,2,1,1,32,2,11337,14372,6000,57,1
3860,50000,1,1,2,44,0,51671,50272,1928,103,0
3861,170000,2,2,1,39,2,114007,117677,7000,67,1
3862,380000,1,1,1,48,0,356375,347165,40000,94,0
3863,30000,1,2,2,39,2,1623,2441,1000,5,1
3864,30000,2,2,2,23,0,19594,20619,1346,65,0
3865,160000,1,3,1,36,0,4030,6720,6720,3,0
3866,60000,2,3,1,39,2,29565,31123,3000,49,1
3867,450000,2,1,2,31,2,1638,54490,54490,0,0
3868,80000,2,2,1,43,0,398,379,381,0,1
3869,90000,2,1,2,26,2,23812,15616,0,26,0
3870,30000,1,2,1,33,1,0,0,0,0,1
3871,50000,1,2,2,25,2,48885,49133,2200,98,1
3872,30000,1,3,1,49,2,26343,27127,1500,88,0
3873,50000,1,3,1,52,2,32119,29498,0,64,1
3874,320000,2,1,1,34,0,7417,7488,8000,2,0
3875,300000,2,2,1,43,0,1314,0,0,0,0
3876,390000,2,1,2,43,0,90294,87292,3200,23,0
3877,50000,2,2,2,23,0,47662,41023,2000,95,0
3878,20000,1,2,1,26,3,1050,1050,0,5,1
3879,90000,1,2,2,52,0,87186,87526,3505,97,0
3880,300000,1,3,2,51,0,18341,19847,19854,6,0
3881,300000,2,4,2,32,0,54053,65235,15235,18,0
3882,200000,1,1,1,34,0,5392,1938,1938,3,0
3883,50000,1,2,2,24,0,33715,22824,6600,67,0
3884,20000,1,2,2,24,2,390,780,780,2,1
3885,390000,1,1,2,35,0,30356,32910,33074,8,0
3886,70000,1,2,2,41,0,69866,63679,10000,100,0
3887,300000,1,3,2,43,0,158741,155438,5823,53,0
3888,140000,2,3,1,50,0,139153,141383,6006,99,0
3889,200000,2,1,1,37,0,97821,97934,4220,49,0
3890,80000,2,3,2,28,0,2147,612,612,3,0
3891,80000,2,3,1,45,0,80250,0,0,100,0
3892,170000,2,1,1,36,0,1218,2434,2434,1,0
3893,50000,2,1,2,29,0,50187,51318,3000,100,0
3894,100000,1,2,2,27,0,82609,81989,3106,83,0
3895,30000,2,2,2,22,2,1924,7096,7096,6,0
3896,30000,2,4,1,49,0,26305,27307,1500,88,0
3897,320000,2,2,1,36,0,73024,66537,2904,23,0
3898,70000,2,2,2,25,2,41511,44525,4000,59,1
3899,50000,2,2,1,24,0,49387,50284,2000,99,0
3900,130000,1,3,1,48,0,68629,57168,2187,53,0
3901,50000,2,2,2,27,2,8951,8862,200,18,1
3902,50000,1,2,1,33,0,16149,13662,1223,32,0
3903,50000,1,2,2,30,2,2496,4533,2254,5,0
3904,160000,1,3,1,30,2,102867,82729,31,64,0
3905,450000,1,2,1,46,0,130,1926,1926,0,0
3906,380000,2,1,1,33,0,112926,108573,4677,30,0
3907,30000,2,1,2,29,2,12517,13027,1006,42,1
3908,50000,1,2,2,24,0,47530,46155,1537,95,0
3909,220000,1,2,2,30,2,776,1552,1552,0,1
3910,50000,2,2,1,32,2,390,390,390,1,1
3911,90000,2,1,2,27,1,0,0,0,0,0
3912,80000,1,2,1,26,0,67692,63789,2763,85,0
3913,390000,1,1,1,44,0,4197,4688,4711,1,0
3914,140000,1,2,2,43,0,128947,106671,4039,92,0
3915,360000,2,2,1,32,0,101403,2389,2389,28,0
3916,50000,1,3,2,26,2,50951,49139,2500,102,1
3917,260000,1,1,1,37,0,244736,249018,10000,94,1
3918,180000,2,3,1,43,0,1207,60267,60267,1,1
3919,360000,1,1,2,26,1,-1917,-1917,0,-1,0
3920,230000,2,1,2,35,0,2630,0,0,1,1
3921,130000,1,1,2,25,0,13350,6123,6141,10,0
3922,20000,2,3,1,42,0,17775,18974,1500,89,0
3923,200000,2,3,1,41,0,-140,-70,0,0,0
3924,220000,2,2,1,35,0,100252,102510,3500,46,0
3925,20000,1,1,2,25,0,8226,9281,1349,41,0
3926,20000,1,2,2,24,0,17697,18445,1634,88,0
3927,240000,2,3,2,40,0,227819,222299,8200,95,1
3928,480000,2,1,1,50,0,14638,11940,11956,3,0
3929,50000,2,2,1,29,0,26052,27631,2000,52,0
3930,100000,1,2,1,40,0,37596,23808,1000,38,0
3931,120000,2,1,2,34,2,105356,107588,3931,88,1
3932,230000,2,1,1,27,0,104001,106155,4000,45,0
3933,20000,1,2,1,32,0,16849,17618,1434,84,0
3934,50000,1,2,2,27,0,25140,23936,1252,50,0
3935,130000,2,1,1,32,2,114227,115922,5000,88,0
3936,150000,2,1,1,38,0,1736,0,0,1,0
3937,60000,2,1,2,30,2,41259,40715,400,69,0
3938,260000,1,2,2,44,0,36048,37157,1688,14,0
3939,500000,1,2,1,40,0,30415,31645,2006,6,0
3940,270000,2,2,1,34,0,74813,75221,3000,28,0
3941,410000,2,1,2,34,1,0,13621,13621,0,1
3942,60000,2,2,2,29,2,2469,59068,59068,4,0
3943,200000,2,1,1,31,0,261,6229,6229,0,0
3944,50000,1,3,3,45,0,780,0,0,2,0
3945,500000,2,1,2,35,0,-73,-73,0,0,1
3946,150000,2,1,1,35,0,329,-31,0,0,0
3947,170000,1,3,1,44,1,0,0,0,0,0
3948,50000,2,2,2,25,2,51461,51179,2000,103,0
3949,130000,1,2,1,42,0,1048,1048,1048,1,0
3950,120000,1,3,1,30,2,122246,124010,6000,102,0
3951,70000,1,1,2,28,0,9214,10560,1500,13,0
3952,320000,2,2,1,44,0,3493,12444,12498,1,0
3953,110000,2,2,1,37,0,79646,110818,50000,72,0
3954,420000,2,1,2,30,0,34567,36416,10000,8,0
3955,240000,2,2,1,49,0,18045,17401,17409,8,0
3956,380000,1,1,2,33,0,70591,76715,10000,19,0
3957,20000,2,2,2,22,0,17356,18205,1274,87,0
3958,50000,2,1,2,42,2,35539,38246,3600,71,1
3959,20000,1,3,2,23,2,780,390,0,4,0
3960,20000,2,2,2,31,3,16659,17688,1600,83,0
3961,240000,2,1,2,28,0,237633,200572,7065,99,0
3962,340000,2,2,1,57,1,-8,-8,0,0,1
3963,90000,2,2,2,23,2,18168,17593,0,20,1
3964,50000,2,2,1,56,0,31276,29179,1556,63,0
3965,210000,2,2,1,33,0,137009,121126,20000,65,0
3966,60000,2,2,2,25,6,44331,48590,5000,74,0
3967,50000,1,2,1,53,2,12291,14295,3300,25,0
3968,50000,2,1,2,26,1,0,1950,1950,0,0
3969,90000,2,2,2,26,0,21854,23036,1536,24,0
